 ACQUISITION_TIME_SCET  TEC_CURRENT
      672703369.965622     0.063476
      672703369.965622     0.063476
      672703369.965622     0.063476
      672703369.965622     0.063476
      672703369.965622     0.063476
      672703369.965622     0.063476
      672703369.965622     0.063476
      672703382.265579     0.062763
      672703382.265579     0.062763
      672703382.265579     0.062763
      672703382.265579     0.062763
      672703382.265579     0.062763
      672703382.265579     0.062763
      672703382.265579     0.062763
      672703382.265579     0.062763
      672703382.265579     0.062763
      672703382.265579     0.062763
      672703382.265579     0.062763
      672703382.265579     0.062763
      672703394.565552     0.060623
      672703394.565552     0.060623
      672703394.565552     0.060623
      672703394.565552     0.060623
      672703394.565552     0.060623
      672703394.565552     0.060623
      672703394.565552     0.060623
      672703394.565552     0.060623
      672703394.565552     0.060623
      672703394.565552     0.060623
      672703394.565552     0.060623
      672703394.565552     0.060623
      672703394.565552     0.060623
      672703406.865555     0.058483
      672703406.865555     0.058483
      672703406.865555     0.058483
      672703406.865555     0.058483
      672703406.865555     0.058483
      672703406.865555     0.058483
      672703406.865555     0.058483
      672703406.865555     0.058483
      672703406.865555     0.058483
      672703406.865555     0.058483
      672703406.865555     0.058483
      672703406.865555     0.058483
      672703419.165436     0.065616
      672703419.165436     0.065616
      672703419.165436     0.065616
      672703419.165436     0.065616
      672703419.165436     0.065616
      672703419.165436     0.065616
      672703419.165436     0.065616
      672703419.165436     0.065616
      672703419.165436     0.065616
      672703419.165436     0.065616
      672703419.165436     0.065616
      672703419.165436     0.065616
      672703431.465424     0.066329
      672703431.465424     0.066329
      672703431.465424     0.066329
      672703431.465424     0.066329
      672703431.465424     0.066329
      672703431.465424     0.066329
      672703431.465424     0.066329
      672703431.465424     0.066329
      672703431.465424     0.066329
      672703431.465424     0.066329
      672703431.465424     0.066329
      672703431.465424     0.066329
      672703443.765457     0.066329
      672703443.765457     0.059910
      672703443.765457     0.059910
      672703443.765457     0.059910
      672703443.765457     0.059910
      672703443.765457     0.059910
      672703443.765457     0.059910
      672703443.765457     0.059910
      672703443.765457     0.059910
      672703443.765457     0.059910
      672703443.765457     0.059910
      672703443.765457     0.059910
      672703443.765457     0.059910
      672703456.465286     0.060623
      672703457.665298     0.059910
      672703458.465317     0.059910
      672703458.865280     0.062763
      672703458.865280     0.062763
      672703460.915268     0.058483
      672703460.915268     0.058483
      672703462.965378     0.065616
      672703462.965378     0.065616
      672703465.015305     0.062049
      672703465.015305     0.062049
      672703467.065247     0.061336
      672703467.065247     0.061336
      672703469.115295     0.059196
      672703469.115295     0.059196
      672703471.165375     0.068469
      672703471.165375     0.068469
      672703473.215271     0.069896
      672703473.215271     0.069896
      672703475.265259     0.067042
      672703475.265259     0.067042
      672703477.315292     0.059910
      672703477.315292     0.059910
      672703479.365189     0.062763
      672703479.365189     0.062763
      672703481.415314     0.059910
      672703481.415314     0.059910
      672703483.775116     0.058483
      672703484.775177     0.059910
      672703485.775116     0.062049
      672703486.775131     0.060623
      672703487.775055     0.057770
      672703492.775116     0.059910
      672703497.775070     0.069182
      672703502.775055     0.067042
      672703507.775070     0.058483
      672703512.775070     0.067042
      672703517.775070     0.069182
      672703522.775055     0.060623
      672703527.774979     0.065616
      672703532.774994     0.067042
      672703537.775009     0.062049
      672703542.774933     0.059910
      672703547.774918     0.057770
      672703552.765015     0.058483
      672703556.765045     0.065616
      672703562.765015     0.069896
      672703566.764984     0.069182
      672703572.764984     0.064903
      672703576.764969     0.064903
      672703582.764999     0.069182
      672703586.764954     0.069182
      672703592.764954     0.064903
      672703596.764908     0.064903
      672703602.764893     0.068469
      672703606.764877     0.069182
      672703612.764862     0.057770
      672703616.764786     0.057770
      672703622.764816     0.062763
      672703626.764816     0.062763
      672703632.764816     0.058483
      672703636.764786     0.058483
      672703642.764801     0.062763
      672703646.764755     0.062763
      672703652.764709     0.058483
      672703656.764633     0.064903
      672703662.764603     0.069182
      672703666.764725     0.069182
      672703672.764709     0.064903
      672703676.764633     0.064903
      672703682.764694     0.064903
      672703686.764648     0.064903
      672703692.764542     0.067756
      672703696.764542     0.067756
      672703702.764633     0.064189
      672703706.764572     0.064189
      672703712.764465     0.067756
      672703716.764450     0.067042
      672703722.764526     0.064189
      672703726.764496     0.064189
      672703732.764542     0.067042
      672703736.764404     0.067042
      672703742.764511     0.057770
      672703746.764496     0.064189
      672703752.764359     0.067756
      672703756.764435     0.067756
      672703762.764435     0.064189
      672703766.764328     0.064189
      672703772.764374     0.067756
      672703776.764282     0.067756
      672703782.764343     0.064189
      672703786.764374     0.064189
      672703792.764221     0.067042
      672703796.764206     0.067756
      672703802.764297     0.064189
      672703806.764282     0.064189
      672703812.764282     0.067756
      672703816.764236     0.067042
      672703822.764267     0.065616
      672703826.764252     0.065616
      672703832.764221     0.067042
      672703836.764175     0.067042
      672703842.764206     0.065616
      672703846.764191     0.065616
      672703852.764145     0.067042
      672703856.764160     0.059910
      672703862.764145     0.059196
      672703866.764099     0.059196
      672703872.764099     0.067756
      672703876.764069     0.067756
      672703882.764069     0.066329
      672703886.764069     0.066329
      672703892.763992     0.067042
      672703896.764008     0.067756
      672703902.763962     0.066329
      672703906.763916     0.066329
      672703912.763977     0.067042
      672703916.763962     0.067042
      672703922.763840     0.065616
      672703926.763931     0.065616
      672703932.763931     0.067042
      672703936.763916     0.067042
      672703942.763840     0.065616
      672703946.763885     0.065616
      672703952.763794     0.067042
      672703956.763809     0.067042
      672703962.763748     0.066329
      672703966.763748     0.068469
      672703972.763794     0.064189
      672703976.763763     0.064189
      672703982.763733     0.069182
      672703986.763763     0.068469
      672703992.763763     0.064189
      672703996.763733     0.064189
      672704002.763672     0.068469
      672704006.763611     0.068469
      672704012.763687     0.064189
      672704016.763565     0.064903
      672704022.763657     0.068469
      672704026.763565     0.068469
      672704032.763626     0.071322
      672704036.763626     0.064189
      672704042.763596     0.068469
      672704046.763565     0.075602
      672704052.763443     0.064189
      672704056.763565     0.064189
      672704062.763504     0.068469
      672704066.763504     0.068469
      672704072.763428     0.064189
      672704076.763428     0.064189
      672704082.763382     0.068469
      672704086.763504     0.075602
      672704092.773361     0.072035
      672704097.773361     0.064903
      672704102.773270     0.070609
      672704107.773315     0.065616
      672704112.773254     0.074889
      672704117.773239     0.065616
      672704122.773270     0.070609
      672704127.773285     0.072749
      672704132.773193     0.074889
      672704137.773239     0.065616
      672704142.773239     0.063476
      672704147.773056     0.065616
      672704152.773178     0.067756
      672704157.773193     0.065616
      672704162.773102     0.070609
      672704167.773163     0.065616
      672704172.773102     0.067756
      672704177.773071     0.065616
      672704182.773056     0.063476
      672704187.773010     0.072749
      672704192.773026     0.067756
      672704197.773087     0.065616
      672704202.772995     0.070609
      672704207.773056     0.072749
      672704212.773010     0.074889
      672704217.772919     0.072035
      672704222.772858     0.069896
      672704227.772888     0.072749
      672704232.772980     0.074175
      672704237.772919     0.072035
      672704242.772903     0.069182
      672704247.772919     0.069896
      672704252.772751     0.074175
      672704257.772888     0.074175
      672704262.772903     0.072749
      672704267.772797     0.069896
      672704272.772842     0.069896
      672704277.772797     0.067042
      672704282.772858     0.065616
      672704287.772690     0.063476
      672704292.772766     0.063476
      672704297.772781     0.067756
      672704302.772766     0.065616
      672704307.772751     0.064189
      672704312.772736     0.070609
      672704317.772766     0.074889
      672704322.772690     0.072749
      672704327.772690     0.070609
      672704332.772690     0.069896
      672704337.772690     0.074175
      672704342.772659     0.072749
      672704347.772675     0.069896
      672704352.772659     0.069896
      672704357.772568     0.074175
      672704362.772568     0.072035
      672704367.772598     0.069896
      672704372.772598     0.069896
      672704377.772568     0.074175
      672704382.772583     0.073462
      672704387.772522     0.073462
      672704392.772507     0.070609
      672704397.772507     0.069182
      672704398.762619     0.071322
      672704398.762619     0.071322
      672704411.062546     0.072749
      672704411.062546     0.072749
      672704411.062546     0.072749
      672704423.362473     0.069896
      672704423.362473     0.069896
      672704435.662460     0.069182
      672704435.662460     0.069182
      672704435.662460     0.069182
      672704447.962555     0.069896
      672704447.962555     0.069896
      672704460.262451     0.070609
      672704460.262451     0.070609
      672704472.562393     0.072035
      672704472.562393     0.072035
      672704472.562393     0.072035
      672704484.862442     0.073462
      672704484.862442     0.073462
      672704497.162399     0.074175
      672704497.162399     0.074175
      672704497.162399     0.074175
      672704509.462219     0.072035
      672704509.462219     0.072035
      672704521.762268     0.069182
      672704521.762268     0.069182
      672704521.762268     0.069182
      672704534.062225     0.069182
      672704534.062225     0.069182
      672704546.362183     0.072749
      672704546.362183     0.072749
      672704546.362183     0.072749
      672704558.662170     0.074175
      672704558.662170     0.074175
      672704570.962219     0.072749
      672704570.962219     0.072749
      672704570.962219     0.072749
      672704583.262161     0.069896
      672704583.262161     0.069896
      672704595.562057     0.069182
      672704595.562057     0.069182
      672704595.562057     0.069182
      672704607.862076     0.069182
      672704607.862076     0.069182
      672704620.162079     0.070609
      672704620.162079     0.070609
      672704632.462021     0.078455
      672704632.462021     0.078455
      672704632.462021     0.078455
      672704644.762054     0.073462
      672704644.762054     0.073462
      672704657.061966     0.073462
      672704657.061966     0.073462
      672704657.061966     0.073462
      672704669.361816     0.079881
      672704669.361816     0.079881
      672704681.661880     0.068469
      672704681.661880     0.068469
      672704681.661880     0.068469
      672704693.961914     0.068469
      672704693.961914     0.068469
      672704706.261795     0.076315
      672704706.261795     0.076315
      672704706.261795     0.076315
      672704718.561783     0.070609
      672704718.561783     0.070609
      672704730.861725     0.079168
      672704730.861725     0.079168
      672704730.861725     0.079168
      672704743.161774     0.073462
      672704743.161774     0.073462
      672704755.461655     0.080595
      672704755.461655     0.080595
      672704767.761627     0.080595
      672704767.761627     0.068469
      672704767.761627     0.068469
      672704780.061600     0.068469
      672704780.061600     0.077028
      672704792.361511     0.077028
      672704792.361511     0.070609
      672704792.361511     0.070609
      672704804.661484     0.070609
      672704804.661484     0.079881
      672704816.961472     0.079881
      672704816.961472     0.079881
      672704816.961472     0.079881
      672704829.261536     0.079881
      672704829.261536     0.079168
      672704841.561539     0.079168
      672704841.561539     0.075602
      672704841.561539     0.075602
      672704853.861435     0.075602
      672704853.861435     0.077028
      672704866.161392     0.077028
      672704866.161392     0.078455
      672704866.161392     0.078455
      672704882.511368     0.072035
      672704887.566391     0.071322
      672704892.566269     0.069182
      672704897.566284     0.069182
      672704902.566315     0.073462
      672704907.566360     0.079168
      672704912.566299     0.076315
      672704917.566238     0.079881
      672704922.566238     0.075602
      672704927.566116     0.079168
      672704932.566299     0.077028
      672704937.326187     0.078455
      672704942.006165     0.077028
      672704947.546127     0.079168
      672704952.586258     0.077028
      672704956.766190     0.077742
      672704961.866150     0.074889
      672704966.966095     0.074175
      672704972.066208     0.074889
      672704977.166199     0.076315
      672704982.266037     0.077742
      672704987.366058     0.071322
      672704992.466095     0.079168
      672704997.566040     0.070609
      672705002.666016     0.067756
      672705007.770920     0.075602
      672705008.766144     0.075602
      672705008.766144     0.075602
      672705018.665985     0.076315
      672705018.665985     0.076315
      672705028.566071     0.077028
      672705028.566071     0.077028
      672705038.466034     0.078455
      672705038.466034     0.078455
      672705048.365906     0.079168
      672705048.365906     0.079168
      672705058.266006     0.077742
      672705058.266006     0.077742
      672705068.165970     0.075602
      672705068.165970     0.074175
      672705078.065948     0.074175
      672705078.065948     0.074889
      672705087.965820     0.074889
      672705087.965820     0.075602
      672705097.865845     0.075602
      672705107.770737     0.075602
      672705112.770691     0.079168
      672705117.765732     0.074175
      672705117.765732     0.074175
      672705124.765732     0.075602
      672705131.765732     0.078455
      672705131.765732     0.078455
      672705138.765686     0.077742
      672705145.765671     0.074175
      672705152.765640     0.075602
      672705152.765640     0.075602
      672705159.765671     0.075602
      672705166.765625     0.074175
      672705166.765625     0.074175
      672705173.765671     0.076315
      672705180.765579     0.079168
      672705187.765549     0.075602
      672705187.765549     0.075602
      672705194.765549     0.074175
      672705201.765564     0.076315
      672705201.765564     0.076315
      672705208.765549     0.079168
      672705215.765518     0.076315
      672705222.765472     0.074175
      672705222.765472     0.074175
      672705229.765442     0.076315
      672705236.765457     0.079168
      672705236.765457     0.079168
      672705243.765442     0.076315
      672705250.765488     0.074175
      672705257.765518     0.077028
      672705257.765518     0.077028
      672705264.765427     0.079168
      672705271.765411     0.074175
      672705271.765411     0.074175
      672705278.765350     0.074889
      672705285.765350     0.077028
      672705292.765381     0.079168
      672705292.765381     0.079168
      672705299.765396     0.074175
      672705306.765335     0.074889
      672705306.765335     0.074889
      672705313.765289     0.077742
      672705320.765320     0.079168
      672705327.765167     0.079168
      672705327.765167     0.074175
      672705334.765244     0.082021
      672705341.765198     0.084161
      672705341.765198     0.084161
      672705348.765213     0.085588
      672705355.765213     0.073462
      672705362.765167     0.073462
      672705362.765167     0.074889
      672705369.765182     0.077028
      672705376.765167     0.078455
      672705376.765167     0.078455
      672705383.765121     0.073462
      672705390.765091     0.074889
      672705397.765244     0.074889
      672705397.765244     0.078455
      672705404.765137     0.078455
      672705411.765076     0.073462
      672705411.765076     0.082021
      672705418.765045     0.082021
      672705425.765060     0.077028
      672705432.765030     0.078455
      672705432.765030     0.080595
      672705439.764984     0.080595
      672705446.764954     0.082021
      672705446.764954     0.077028
      672705453.764954     0.077028
      672705460.765015     0.085588
      672705467.769775     0.081308
      672705472.769806     0.078455
      672705477.564941     0.072749
      672705482.769836     0.082021
      672705487.769867     0.073462
      672705492.764999     0.073462
      672705497.769791     0.076315
      672705502.769775     0.074175
      672705507.769775     0.080595
      672705512.389923     0.080595
      672705517.769745     0.083448
      672705522.769791     0.080595
      672705527.764908     0.084161
      672705532.769775     0.086301
      672705537.769653     0.083448
      672705542.769653     0.080595
      672705547.769745     0.079881
      672705548.764679     0.082021
      672705555.764694     0.084161
      672705562.764725     0.084161
      672705562.764725     0.075602
      672705569.764694     0.072749
      672705576.764694     0.074889
      672705576.764694     0.074889
      672705583.764709     0.077742
      672705590.764709     0.076315
      672705597.764664     0.076315
      672705597.764664     0.073462
      672705604.764664     0.082021
      672705611.764587     0.084161
      672705611.764587     0.084161
      672705618.764603     0.080595
      672705625.764587     0.082735
      672705632.764587     0.082735
      672705632.764587     0.084874
      672705639.764526     0.080595
      672705646.764542     0.080595
      672705646.764542     0.080595
      672705653.764572     0.082735
      672705660.764496     0.084874
      672705667.764496     0.084874
      672705667.764496     0.080595
      672705674.764542     0.079881
      672705681.764450     0.082735
      672705681.764450     0.082735
      672705688.764496     0.082735
      672705695.764435     0.084874
      672705702.764374     0.084874
      672705702.764374     0.081308
      672705709.764435     0.079881
      672705716.764389     0.082021
      672705716.764389     0.082021
      672705723.764465     0.079168
      672705730.764404     0.080595
      672705737.764420     0.080595
      672705737.764420     0.083448
      672705744.764267     0.084161
      672705751.764313     0.079168
      672705751.764313     0.079168
      672705760.764267     0.082021
      672705767.764328     0.082021
      672705767.764328     0.084874
      672705774.764343     0.080595
      672705781.764221     0.083448
      672705781.764221     0.083448
      672705788.764206     0.083448
      672705795.764221     0.079168
      672705802.764206     0.079168
      672705802.764206     0.080595
      672705809.764267     0.082735
      672705816.764145     0.083448
      672705816.764145     0.083448
      672705823.764160     0.079168
      672705832.764252     0.079168
      672705832.764252     0.079168
      672705839.764160     0.079168
      672705846.764084     0.080595
      672705846.764084     0.083448
      672705853.764084     0.083448
      672705860.764099     0.083448
      672705867.764069     0.079168
      672705867.764069     0.080595
      672705874.764099     0.080595
      672705881.763992     0.083448
      672705881.763992     0.083448
      672705888.763931     0.083448
      672705895.763977     0.079168
      672705902.763947     0.082021
      672705907.563980     0.084161
      672705912.388977     0.084874
      672705917.189041     0.084161
      672705922.763901     0.082021
      672705926.763885     0.082021
      672705932.763901     0.082021
      672705936.763901     0.081308
      672705942.768875     0.080595
      672705946.788834     0.082735
      672705950.788818     0.082735
      672705956.788818     0.079881
      672705960.788803     0.079168
      672705964.763885     0.081308
      672705969.763809     0.079168
      672705974.763840     0.082021
      672705979.763763     0.084161
      672705984.763794     0.081308
      672705989.763840     0.079168
      672705994.763779     0.082021
      672705999.763779     0.084161
      672706004.763733     0.081308
      672706009.763794     0.079168
      672706016.763748     0.084161
      672706021.763718     0.082735
      672706026.763687     0.079881
      672706031.763718     0.079168
      672706036.763733     0.084161
      672706041.763657     0.082735
      672706046.763687     0.079881
      672706051.763672     0.079881
      672706056.763626     0.084161
      672706061.763596     0.082021
      672706067.768585     0.081308
      672706068.763657     0.084161
      672706075.763580     0.079881
      672706082.763550     0.079881
      672706082.763550     0.079881
      672706089.763565     0.082735
      672706096.763535     0.091294
      672706096.763535     0.091294
      672706103.763519     0.079168
      672706110.763519     0.079881
      672706117.763519     0.082021
      672706117.763519     0.082021
      672706124.763474     0.084161
      672706131.763458     0.079168
      672706131.763458     0.079168
      672706142.768341     0.083448
      672706147.768433     0.080595
      672706152.768417     0.085588
      672706157.768311     0.082021
      672706162.768387     0.083448
      672706167.768326     0.088441
      672706172.768295     0.085588
      672706177.768356     0.082021
      672706182.768326     0.083448
      672706187.768295     0.080595
      672706192.768295     0.000707
      672706194.518280     0.000707
      672706204.518265     0.000707
      672706214.518250     0.000707
      672708073.769012     0.000707
      672708083.769058     0.000707
      672708093.768982     0.000707
      672708103.769073     0.000707
      672708113.768997     0.000707
      672708123.769089     0.000707
      672708133.769073     0.186874
      672708143.769043     0.184020
      672708149.769073     0.169755
      672708179.769119     0.115545
      672708209.769119     0.090581
      672708239.769150     0.088441
      672708269.769241     0.092007
      672708299.769272     0.084161
      672708329.769318     0.079168
      672708359.769287     0.084161
      672708389.769333     0.082735
      672708419.769333     0.082021
      672708449.769516     0.084874
      672708479.769562     0.081308
      672708509.769562     0.084874
      672708539.769608     0.084874
      672708569.769669     0.079881
      672708599.769699     0.084874
      672708629.769745     0.083448
      672708659.769775     0.081308
      672708689.769806     0.084874
      672708719.769867     0.082021
      672708749.769943     0.084874
      672708779.769974     0.085588
      672708809.770020     0.080595
      672708839.770081     0.085588
      672708869.770142     0.084161
      672708899.770187     0.081308
      672708929.770233     0.084161
      672708959.770233     0.082021
      672708989.770370     0.084161
      672709019.770416     0.082735
      672709049.770493     0.080595
      672709079.770538     0.085588
      672709109.770615     0.084161
      672709139.770645     0.080595
      672709169.770691     0.084161
      672709199.770798     0.082735
      672709229.770859     0.084161
      672709258.765823     0.081308
      672709288.765945     0.093434
      672709318.766037     0.092721
      672709348.766098     0.095574
      672709378.766159     0.092007
      672709408.766251     0.090581
      672709438.766312     0.089867
      672709468.766357     0.097000
      672709498.766449     0.095574
      672709528.766510     0.099140
      672709558.766571     0.096287
      672709588.766663     0.094147
      672709618.766724     0.099140
      672709648.766769     0.094147
      672709678.766876     0.094860
      672709708.766922     0.097000
      672709738.766968     0.094860
      672709768.767044     0.098427
      672709798.767090     0.095574
      672709828.767181     0.098427
      672709858.767258     0.099140
      672709888.767303     0.094147
      672709918.767410     0.099140
      672709948.767456     0.097000
      672709978.767563     0.094147
      672710008.767624     0.097000
      672710038.767700     0.095574
      672710068.767761     0.097713
      672710098.767868     0.094860
      672710128.767960     0.093434
      672710158.768051     0.106273
      672710188.768112     0.099853
      672710218.768204     0.099140
      672710248.768295     0.097000
      672710278.768372     0.099853
      672710308.768417     0.103420
      672710338.768524     0.101280
      672710368.768570     0.102706
      672710398.768677     0.101280
      672710428.768738     0.093434
      672710458.768829     0.104846
      672710488.768921     0.099853
      672710518.768982     0.099140
      672710548.769073     0.104133
      672710578.769150     0.098427
      672710608.769241     0.101993
      672710638.769318     0.101993
      672710668.769394     0.101993
      672710698.769455     0.111979
      672710728.769562     0.099853
      672710758.769608     0.111979
      672710788.769714     0.106986
      672710818.769806     0.098427
      672710848.769867     0.103420
      672710878.769974     0.105560
      672710908.770020     0.107699
      672710939.774979     0.109126
      672710969.775040     0.097713
      672710999.775085     0.108413
      672711029.775223     0.107699
      672711059.775284     0.107699
      672711089.775391     0.107699
      672711119.775467     0.105560
      672711149.775528     0.110553
      672711179.775635     0.105560
      672711209.775696     0.104133
      672711239.775803     0.109126
      672711269.775879     0.104133
      672711299.775940     0.106273
      672711329.776062     0.107699
      672711359.776108     0.106273
      672711389.776215     0.106986
      672711419.776306     0.105560
      672711449.776352     0.109126
      672711479.776474     0.104846
      672711509.761719     0.107699
      672711539.761810     0.110553
      672711569.761887     0.106986
      672711599.761963     0.105560
      672711629.762054     0.117685
      672711659.762131     0.104846
      672711689.762222     0.110553
      672711719.762314     0.116259
      672711749.762375     0.104133
      672711779.762482     0.108413
      672711809.762543     0.114119
      672711839.762665     0.116259
      672711869.762741     0.112692
      672711899.762802     0.111979
      672711929.762909     0.109839
      672711959.763016     0.111979
      672711989.763245     0.111266
      672712019.763306     0.115545
      672712049.763428     0.111266
      672712079.763504     0.114832
      672712109.763580     0.112692
      672712139.763687     0.114119
      672712169.763779     0.113406
      672712199.763855     0.111979
      672712229.763931     0.116972
      672712259.764023     0.111266
      672712289.764099     0.116259
      672712319.764191     0.115545
      672712349.764145     0.117685
      672712379.764191     0.114832
      672712409.764313     0.109839
      672712439.764389     0.119825
      672712469.764496     0.120538
      672712499.764557     0.112692
      672712529.764664     0.122678
      672712559.764755     0.110553
      672712589.764801     0.115545
      672712619.764938     0.117685
      672712649.765015     0.116259
      672712679.765106     0.113406
      672712709.765182     0.109839
      672712739.765228     0.118399
      672712769.765381     0.119825
      672712799.765442     0.117685
      672712829.765533     0.119112
      672712859.765640     0.117685
      672712889.765884     0.121252
      672712919.765976     0.116972
      672712949.766052     0.115545
      672712979.766144     0.120538
      672713009.766251     0.115545
      672713039.766296     0.116972
      672713069.766418     0.119825
      672713099.766495     0.116972
      672713129.766602     0.119825
      672713159.766663     0.118399
      672713189.781479     0.119825
      672713219.781570     0.114119
      672713249.781631     0.126958
      672713279.781738     0.117685
      672713309.781830     0.114832
      672713339.781921     0.124818
      672713369.781982     0.121252
      672713399.782104     0.119112
      672713429.782181     0.122678
      672713459.782288     0.125531
      672713489.782349     0.118399
      672713519.782455     0.119825
      672713549.782562     0.126245
      672713579.782654     0.113406
      672713609.782745     0.120538
      672713639.782806     0.124105
      672713669.782928     0.119825
      672713699.783005     0.124818
      672713729.783264     0.121965
      672713759.783325     0.124105
      672713789.783432     0.121965
      672713819.783539     0.120538
      672713849.783630     0.126245
      672713879.783722     0.119825
      672713909.783783     0.119825
      672713939.783905     0.124105
      672713969.783981     0.119112
      672713999.784088     0.124105
      672714029.784149     0.129811
      672714059.784256     0.123392
      672714089.784363     0.121965
      672714119.784454     0.130524
      672714149.784546     0.125531
      672714179.784607     0.126958
      672714209.784729     0.124818
      672714239.784821     0.124105
      672714269.784912     0.125531
      672714299.784973     0.131238
      672714329.785080     0.118399
      672714359.785187     0.129098
      672714389.785233     0.129098
      672714419.785370     0.128385
      672714449.785446     0.131238
      672714479.785553     0.126245
      672714509.785660     0.124105
      672714539.785751     0.126958
      672714569.785843     0.124818
      672714599.785904     0.130524
      672714629.786026     0.124818
      672714659.766098     0.124818
      672714689.766205     0.119825
      672714719.766266     0.128385
      672714749.766357     0.127671
      672714779.766464     0.127671
      672714809.766571     0.126245
      672714839.766647     0.131238
      672714869.766724     0.126245
      672714899.766846     0.130524
      672714929.766922     0.130524
      672714959.767044     0.124818
      672714989.767090     0.130524
      672715019.767181     0.128385
      672715049.767258     0.126958
      672715079.767349     0.128385
      672715109.767456     0.126245
      672715139.767487     0.137657
      672715169.767639     0.126245
      672715199.767700     0.130524
      672715229.767838     0.125531
      672715259.767914     0.124105
      672715289.768021     0.130524
      672715319.768112     0.131238
      672715349.768173     0.138370
      672715379.768280     0.136231
      672715409.768387     0.131951
      672715439.768478     0.127671
      672715469.768524     0.126245
      672715499.768677     0.136231
      672715529.768768     0.125531
      672715559.768890     0.129098
      672715589.768982     0.137657
      672715619.769089     0.130524
      672715649.769180     0.136944
      672715679.769241     0.124105
      672715709.769348     0.130524
      672715739.769455     0.135517
      672715769.769531     0.130524
      672715799.769608     0.134804
      672715829.769730     0.126245
      672715859.769806     0.135517
      672715889.769913     0.132664
      672715919.770020     0.134804
      672715949.770111     0.136944
      672715979.770187     0.130524
      672716009.770233     0.136944
      672716039.770386     0.134804
      672716069.770477     0.129811
      672716099.770569     0.134804
      672716129.770645     0.129811
      672716159.770752     0.134091
      672716189.770859     0.132664
      672716219.770950     0.134091
      672716249.771042     0.132664
      672716279.771103     0.130524
      672716309.771225     0.136231
      672716339.791260     0.136231
      672716369.791306     0.131238
      672716399.791397     0.129811
      672716429.791489     0.135517
      672716459.791565     0.129811
      672716489.791656     0.135517
      672716519.791763     0.133377
      672716549.791870     0.139084
      672716579.791962     0.140510
      672716609.792023     0.137657
      672716639.792145     0.135517
      672716669.792221     0.138370
      672716699.792328     0.141937
      672716729.792419     0.134804
      672716759.792526     0.129098
      672716789.792587     0.142650
      672716819.792694     0.136231
      672716849.792801     0.129811
      672716879.792892     0.140510
      672716909.763107     0.136944
      672716939.763199     0.141224
      672716969.763290     0.132664
      672716999.763397     0.141937
      672717029.763458     0.139797
      672717059.763565     0.134091
      672717089.763672     0.136231
      672717119.763779     0.136944
      672717149.763870     0.143363
      672717179.763962     0.136944
      672717209.764191     0.129098
      672717239.764297     0.141224
      672717269.764389     0.135517
      672717299.764496     0.139797
      672717329.764542     0.139084
      672717359.764694     0.133377
      672717389.764755     0.139797
      672717419.764877     0.136944
      672717449.764954     0.142650
      672717479.765076     0.136944
      672717509.765167     0.142650
      672717539.765259     0.141224
      672717569.765335     0.136231
      672717599.765381     0.141224
      672717629.765533     0.135517
      672717659.765640     0.138370
      672717689.765732     0.139797
      672717719.765793     0.139084
      672717749.765884     0.139084
      672717779.766006     0.137657
      672717809.766083     0.142650
      672717839.766205     0.136944
      672717869.766296     0.141937
      672717899.766388     0.141937
      672717929.766495     0.135517
      672717959.766586     0.141224
      672717989.766663     0.135517
      672718019.766769     0.137657
      672718049.766876     0.139084
      672718079.766968     0.137657
      672718109.767075     0.139084
      672718139.767120     0.136944
      672718169.767258     0.141224
      672718199.767319     0.136944
      672718229.767441     0.141937
      672718259.767532     0.149070
      672718289.767487     0.141937
      672718319.767548     0.140510
      672718349.767670     0.134804
      672718379.767746     0.148356
      672718409.767868     0.146217
      672718439.767960     0.135517
      672718469.768066     0.146930
      672718499.768158     0.142650
      672718529.768250     0.139797
      672718559.768326     0.136944
      672718589.798309     0.146930
      672718619.798416     0.142650
      672718649.798523     0.140510
      672718679.798599     0.146930
      672718709.798660     0.140510
      672718739.798813     0.146930
      672718769.798874     0.144790
      672718799.798996     0.134091
      672718829.799072     0.145503
      672718859.799194     0.141937
      672718889.799286     0.146217
      672718919.799377     0.142650
      672718949.799454     0.145503
      672718979.799545     0.142650
      672719009.799652     0.140510
      672719039.799759     0.146930
      672719069.799866     0.140510
      672719099.799957     0.146930
      672719129.800171     0.145503
      672719159.800232     0.140510
      672719189.800339     0.144790
      672719219.800446     0.140510
      672719249.800537     0.144790
      672719279.800644     0.142650
      672719309.800735     0.144790
      672719339.800842     0.142650
      672719369.800903     0.140510
      672719399.801025     0.146930
      672719429.801102     0.140510
      672719459.801224     0.146930
      672719489.801315     0.153349
      672719519.801407     0.147643
      672719549.801422     0.145503
      672719579.801453     0.139797
      672719609.801575     0.143363
      672719639.801697     0.142650
      672719669.801727     0.150496
      672719699.801910     0.142650
      672719729.801895     0.151209
      672719759.802063     0.154063
      672719789.802094     0.140510
      672719819.802261     0.000707
      672719824.427216     0.000707
      672719834.427246     0.000707
      672719844.427170     0.000707
